trt,trt_mean,std,r,se,Min,Max,Q25,Q50,Q75,FQS_mean,stat_grp,practice_subset,practice,production_type,product_name,FQS,max_value,product_FQS,stat_grp_conv,conv_mean,stat_grp_conv_diff,mean_conv_diff,pval_tukey
Melange_cereales_d_ete:Conventionnel,88.7460559406785,56.7404994488962,128,4.22100678552019,6.08896413555535,231.74869555329,41.2414608113125,80.6970917464391,128.165237803029,88.7460559406785,a,crops,A.2.1,crop,Melange_cereales_d_ete,Conventionnel,502.965341046946,Melange_cereales_d_ete - Conventionnel,a,88.7460559406785,FALSE,0,NA
Orge_d_hiver_et_escourgeon:AB,73.3918399972501,57.4411857721177,37,7.85091315101378,1.95074279974622,248.179878920329,35.9663111216867,64.8005425735125,95.4954224493702,73.3918399972501,abc,crops,A.2.1,crop,Orge_d_hiver_et_escourgeon,AB,502.965341046946,Orge_d_hiver_et_escourgeon - AB,cd,48.2246981748567,FALSE,52.1872459027955,0.1375
Orge_d_hiver_et_escourgeon:Conventionnel,48.2246981748567,46.6841137266723,2088,1.04509504331307,0,349.527922797606,14.7841155011842,31.7958765937685,66.8807339427163,48.2246981748567,cd,crops,A.2.1,crop,Orge_d_hiver_et_escourgeon,Conventionnel,502.965341046946,Orge_d_hiver_et_escourgeon - Conventionnel,cd,48.2246981748567,FALSE,0,NA
Orge_de_printemps:AB,34.5158162331474,30.6772311853494,31,8.57709436527569,1.50130253766916,114.391469853521,12.4275954057616,30.4410642080298,43.5551883698,34.5158162331474,d,crops,A.2.1,crop,Orge_de_printemps,AB,502.965341046946,Orge_de_printemps - AB,d,36.0156098362593,FALSE,-4.16428767951033,1
Orge_de_printemps:Conventionnel,36.0156098362593,42.4670163856122,1052,1.47235713486297,0,306.245354540647,8.92831396846595,19.7871279922879,46.7918834692255,36.0156098362593,d,crops,A.2.1,crop,Orge_de_printemps,Conventionnel,502.965341046946,Orge_de_printemps - Conventionnel,d,36.0156098362593,FALSE,0,NA
Tournesol:AB,58.8293940335484,41.5406349650837,30,8.71887412509238,4.78740014852714,158.984100434907,31.0284723578364,42.1413648222875,84.6595144900695,58.8293940335484,abcd,crops,A.2.1,crop,Tournesol,AB,502.965341046946,Tournesol - AB,cd,46.5511166383672,FALSE,26.3759030541955,0.9975
Tournesol:Conventionnel,46.5511166383672,35.4985464126108,770,1.72097940262362,0.0964944186335387,236.677245127418,20.2357221818753,38.7626405396405,62.7435390953882,46.5511166383672,cd,crops,A.2.1,crop,Tournesol,Conventionnel,502.965341046946,Tournesol - Conventionnel,cd,46.5511166383672,FALSE,0,NA
Triticale:AB,43.9472923807203,46.8018025560151,47,6.9658177267009,1.50130253766916,196.431520822442,12.9049119982628,29.7152067415911,56.6737491350566,43.9472923807203,cd,crops,A.2.1,crop,Triticale,AB,502.965341046946,Triticale - AB,abc,69.323671645213,FALSE,-36.605648059677,0.0469
Triticale:Conventionnel,69.323671645213,53.4277182090925,775,1.71541887305514,0,306.245354540647,27.2253324716301,54.2854294147548,97.0611047461054,69.323671645213,abc,crops,A.2.1,crop,Triticale,Conventionnel,502.965341046946,Triticale - Conventionnel,abc,69.323671645213,FALSE,0,NA
Autres_cereales:AB,2.608985340769,1.35528709985332,46,0.283730464492778,0.389202733366313,7.79781818004927,1.75205241841981,2.29935054037835,3.06775193858171,2.608985340769,b,crops,A.2.2,crop,Autres_cereales,AB,22.5136259480069,Autres_cereales - AB,b,2.99631428566407,FALSE,-12.9268463841811,0.9995
Autres_cereales:Conventionnel,2.99631428566407,1.75166880995869,182,0.142642581803689,0.548385205950521,10.990797966938,1.67136140772782,2.61202103940065,3.93858766102248,2.99631428566407,b,crops,A.2.2,crop,Autres_cereales,Conventionnel,22.5136259480069,Autres_cereales - Conventionnel,b,2.99631428566407,FALSE,0,NA
Ble_tendre:AB,2.90204942538762,1.80627812190778,93,0.199546176458311,0.389202733366313,8.67476941144343,1.73404714876616,2.33206291291606,3.74300581086785,2.90204942538762,b,crops,A.2.2,crop,Ble_tendre,AB,22.5136259480069,Ble_tendre - AB,b,3.4671954469199,FALSE,-16.2998028286619,0.3404
Ble_tendre:Conventionnel,3.4671954469199,2.0605893903298,3136,0.0343634577938469,0.203510122262206,22.5136259480069,2.08088245754056,3.00028702217517,4.31284906044689,3.4671954469199,b,crops,A.2.2,crop,Ble_tendre,Conventionnel,22.5136259480069,Ble_tendre - Conventionnel,b,3.4671954469199,FALSE,0,NA
Ble_tendre:LR,4.1946149991368,1.96740254234193,100,0.192435363645543,0.82701635000646,10.1984958034636,2.94144896298251,3.82179935668878,5.07945826571932,4.1946149991368,a,crops,A.2.2,crop,Ble_tendre,LR,22.5136259480069,Ble_tendre - LR,b,3.4671954469199,TRUE,20.9800561679641,0.0251
Mais_fourrage:AB,2.59347908541888,1.14891254694935,44,0.290107226185393,0.746493077697192,6.47188150906594,1.75955343344002,2.59963406916624,3.09786330095842,2.59347908541888,b,crops,A.2.2,crop,Mais_fourrage,AB,22.5136259480069,Mais_fourrage - AB,b,3.04085423710967,FALSE,-14.7121537833403,0.9919
Mais_fourrage:Conventionnel,3.04085423710967,1.54560914433294,1806,0.0452820429069006,0.2820226229272,12.0171069591416,1.97870846331118,2.73719703990566,3.75836333590351,3.04085423710967,b,crops,A.2.2,crop,Mais_fourrage,Conventionnel,22.5136259480069,Mais_fourrage - Conventionnel,b,3.04085423710967,FALSE,0,NA
Mais_grain:AB,3.11006444834309,1.87168786519235,37,0.316361789050654,0.590776842798989,8.67476941144343,1.97717726814119,2.3096650001402,3.69669709647352,3.11006444834309,b,crops,A.2.2,crop,Mais_grain,AB,22.5136259480069,Mais_grain - AB,b,3.05933112812038,FALSE,1.65831412482242,1
Mais_grain:Conventionnel,3.05933112812038,1.84573416921077,1656,0.0472884107487964,0.237356230396409,14.6449576631132,1.79859686973552,2.65078933554344,3.81499499302528,3.05933112812038,b,crops,A.2.2,crop,Mais_grain,Conventionnel,22.5136259480069,Mais_grain - Conventionnel,b,3.05933112812038,FALSE,0,NA
Melange_cereales_d_ete:AB,2.57623238978572,1.50588161169961,53,0.264330300740228,0.568911620363854,7.79781818004927,1.63733021891596,2.11899898970306,3.07340022856953,2.57623238978572,b,crops,A.2.2,crop,Melange_cereales_d_ete,AB,22.5136259480069,Melange_cereales_d_ete - AB,b,2.58122516795373,FALSE,-0.193426680864273,1
