production_type,product_name,FQS,n,BVI_ha,BVI_kg,statistique,A.3.1_max,A.4.5_max,A.4.5_min_max,A.4.5_org_max,A.5.1_max,yield,cow_pMFA,feed_autonomy,grassland_share_pseudofarm,ha_temp_pasture_pha_pseudofarm,kg_DM_panim_maize_produced,MFA_pcow,MFA_pha_pseudofarm,nb_cow_pha,share_concent,share_soybean,yield_l_panim,yield_l_pha,feed_A.3.1_max,feed_A.4.5_max,feed_A.4.5_min_max,feed_A.4.5_org_max,feed_A.5.1_max,feed_yield
crop,Mais grain,AB,33,0.0407325994297885,1.77345487274287e-05,sd,46.681402738975,266.512243564578,0,275.021246524958,8.09600864016637,2335.35249518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Mais grain,AB,33,0.0707480899024121,1.01959086571257e-05,q0,0,127.4426878009,0,127.4426878009,0,1481.67539267016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Mais grain,AB,33,0.1163021261425,2.44573448340697e-05,q25,24.8037117538873,127.4426878009,0,127.4426878009,0,2666.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Mais grain,AB,33,0.13062724368454,3.0552336888968e-05,q50,55.4041289788027,449.268087798556,0,449.268087798556,0,4263.86233269598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Mais grain,AB,33,0.164196372621919,4.98105124077154e-05,q75,84.2273948075201,759.640919231174,0,783.536932574232,1.71586345356603,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Mais grain,AB,33,0.247520443629366,8.02727689832933e-05,q100,216.984643179765,759.640919231174,0,783.536932574232,34.0618746930709,9693.84662018793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Mais grain,AB,33,0.247520443629366,8.02727689832933e-05,max,216.984643179765,759.640919231174,0,783.536932574232,34.0618746930709,9693.84662018793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.100015369902137,3.75413716942653e-05,mean,31.0015768583546,251.675684372813,0,253.382542468745,0.901110194158728,3195.05266578021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.0273223440525319,2.03228216920072e-05,sd,43.4270523687465,178.333627792251,0,183.3521838412,2.19633888397988,1299.35124914483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.058102896153298,1.28947448901219e-05,q0,0,44.8944915582142,0,44.8944915582142,0,1058.68118572293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.0819233757726053,2.44810701830687e-05,q25,0.168535866200655,162.751629454881,0,162.751629454881,0,2014.93305870237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.0919339684439583,3.02248241707612e-05,q50,20.7320279051337,205.434972873648,0,205.434972873648,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.119414034406653,4.54631295789367e-05,q75,41.2312762622041,261.314118348396,0,261.314118348396,0.555592450944657,4241.65029469548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.192134356780873,0.00010292103234029,q100,246.166070798635,759.640919231174,0,783.536932574232,11.3433724408451,6333.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Melange cereales d'ete,AB,42,0.192134356780873,0.00010292103234029,max,246.166070798635,759.640919231174,0,783.536932574232,11.3433724408451,6333.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.10635375255692,3.84749174670777e-05,mean,50.7955950752107,207.811946975136,0,209.139503271972,2.93164454919973,3244.2303683971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.0423230810219389,2.43685220042033e-05,sd,49.0649196584628,214.302395841967,0,217.860881722004,8.88856279690285,1317.66485348001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.0576495683229472,1.67711138987746e-05,q0,0,45.5863840387558,0,45.5863840387558,0,1028.57142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.0787470651302812,2.30454476750333e-05,q25,21.4424334476329,45.5863840387558,0,45.5863840387558,0,2421.51110658737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.0942415411434856,3.07463008072188e-05,q50,37.4167424492723,161.175504441571,0,161.175504441571,0.127765400318845,3024.95820396465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.122578725694241,4.14232777086472e-05,q75,65.5839676095299,217.458172746161,0,217.458172746161,2.62164873875859,4405.5424965978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.238235870486259,0.00014194901313946,q100,216.984643179765,759.640919231174,0,783.536932574232,52.3093075643589,6060.34482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crop,Triticale,AB,36,0.238235870486259,0.00014194901313946,max,216.984643179765,759.640919231174,0,783.536932574232,52.3093075643589,6060.34482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
milk,AOP - AOC,AOP - AOC,39,0.155688077218499,5.98721288897411e-05,mean,NA,NA,NA,NA,NA,NA,1.17775446864636,0.63535806510816,0.331471693444412,0.0613532607532864,3031.49617985754,0.995961014600032,0.49106985545211,0.525822958204502,0.353952732596042,0.0562238298957303,6570.41233648593,3302.04073130741,101.694313564167,342.025160685169,121.51426982542,252.57319026702,182.220102963363,6678.50825021212
milk,AOP - AOC,AOP - AOC,39,0.0379614571255786,9.63778220571874e-06,sd,NA,NA,NA,NA,NA,NA,0.517001441061559,0.120838397541953,0.198426668177856,0.0454932222936358,1024.96544278212,0.426680070369859,0.160622413012215,0.158128351489724,0.13025740090659,0.0207859676893721,1842.79754961341,836.292158650123,95.3387743562628,225.869969729786,85.1859640777905,260.501375203514,188.507949397702,3256.2225579734
milk,AOP - AOC,AOP - AOC,39,0.0741913559840486,4.24694984382352e-05,q0,NA,NA,NA,NA,NA,NA,0.408192603449534,0.338870218581172,0.0342586964182481,0.000296766801822726,1350.84339165521,0.30394811011236,0.18499696065854,0.267212915162571,0.0366324163381696,0.00625674929997591,3259.88530033203,1295.79494541586,0,20.3675386586235,0,16.7260690970475,0,1011.56069364162
milk,AOP - AOC,AOP - AOC,39,0.131344987939552,5.39957685593217e-05,q25,NA,NA,NA,NA,NA,NA,0.914680258443187,0.561209700629866,0.169450616937378,0.0200173920939609,2118.65024652712,0.737491214272499,0.360285632549545,0.409644339350863,0.263502851721125,0.0424753412848915,5341.95289670823,2938.42355314886,45.3747445559041,178.249060976064,39.1768876729827,66.9404223790673,85.8321895723261,4811.52429452423
milk,AOP - AOC,AOP - AOC,39,0.155503213677111,5.79766493724283e-05,q50,NA,NA,NA,NA,NA,NA,1.03922942771762,0.662247145856578,0.29264701533241,0.0493462303952177,2833.56814758042,0.962251427190836,0.535428077347204,0.518954206002231,0.338976907840005,0.0544126757705014,6681.15942028986,3464.15613597952,58.5268122347731,254.318764269905,110.794915226347,161.971005016714,140.843579325773,6413.48711259131
milk,AOP - AOC,AOP - AOC,39,0.180892724573103,6.46087497134485e-05,q75,NA,NA,NA,NA,NA,NA,1.35713279101342,0.715506080333232,0.456264220786637,0.106624059338641,3768.26503241986,1.09401028161929,0.589831544264769,0.59928911348786,0.469561723346384,0.0742049236219329,7794.56566685182,3797.47518455324,92.1493945868946,522.369856564113,173.488403527556,409.755102923673,149.383009053613,8309.24229432736
milk,AOP - AOC,AOP - AOC,39,0.271137780991464,8.2317888059309e-05,q100,NA,NA,NA,NA,NA,NA,3.29003526171073,0.837645322699797,0.724686600816976,0.153707494721129,5212.81635767384,2.44982391045122,0.841443863100432,0.943828160359962,0.583196044814601,0.0930956480720704,10497.5384615385,4999.47755275542,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,14115.0831339421
milk,AOP - AOC,AOP - AOC,39,0.271137780991464,8.2317888059309e-05,max,NA,NA,NA,NA,NA,NA,3.29003526171073,0.837645322699797,0.724686600816976,0.153707494721129,5212.81635767384,2.44982391045122,0.841443863100432,0.943828160359962,0.583196044814601,0.0930956480720704,10497.5384615385,4999.47755275542,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,14115.0831339421
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.169916878996856,6.25279449836625e-05,mean,NA,NA,NA,NA,NA,NA,1.27665764977449,0.634335533322689,0.161872580393268,0.144712165362309,3300.44418144449,0.916927270216854,0.456350579207857,0.514698755875434,0.373811941541337,0.0583379356776889,6968.09696767134,3477.75241166549,90.6215292214855,321.020411336143,115.554705422436,235.858442259885,161.156468913538,6514.53211017817
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.0350689167979069,1.44747100598185e-05,sd,NA,NA,NA,NA,NA,NA,0.773043283148406,0.136936289020944,0.129821701538251,0.130616289230201,1543.770093897,0.324903655817154,0.156389221514569,0.126657270704254,0.147315970256791,0.025759880881947,1767.98285556731,933.936792658471,89.3092217155591,219.450836419214,81.5303536489064,249.318486332847,186.326974243366,3119.63508115516
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.0751213610843369,3.2969623928434e-05,q0,NA,NA,NA,NA,NA,NA,0.50064687481021,0.262727066162134,0,0.00130139911030113,325.431106124352,0.156856007047568,0.100554526968732,0.29112469295557,0,0,2452.61728395062,1230.38279332601,0,13.096855468115,0,7.82297776906494,0,560.747663551402
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.154053244974968,5.23209575756167e-05,q25,NA,NA,NA,NA,NA,NA,0.91982223331846,0.541371410431823,0.0413965875662395,0.0666874742312705,2155.98628720665,0.733433431986784,0.35070280190443,0.431654929859747,0.317821080878886,0.0451660654903858,6310.82371887667,2805.6149785615,45.3747445559041,178.249060976064,43.8458810674916,66.4628484818692,57.4712879604739,3714.55877668047
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.173372795889079,6.17555267966144e-05,q50,NA,NA,NA,NA,NA,NA,1.18470714408985,0.635497104876962,0.143885678767439,0.112098438204904,2992.88769048606,0.844103544845711,0.447199233117036,0.502143678752445,0.372454832316479,0.0608222857568394,7487.37003981969,3595.96123963055,58.5268122347731,227.759547284215,110.794915226347,161.971005016714,91.7356249755906,6413.48711259131
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.189283204948637,7.22253825356948e-05,q75,NA,NA,NA,NA,NA,NA,1.36349453766751,0.712572740472318,0.244777480202463,0.176501375901006,4531.3202649221,1.08716993394548,0.551696869722617,0.584430562879578,0.462526840219172,0.075364681005936,8070.04556263864,4099.85283737262,88.4765146803705,421.466390471991,173.488403527556,303.153307738059,149.383009053613,8475.82937980558
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.251161686923533,0.00010856443269237,q100,NA,NA,NA,NA,NA,NA,6.37527385034569,0.96642242344731,0.45040565272674,0.785584315431159,6665.51208860843,1.99741584400999,0.882319828641289,0.827772581796372,0.772834374670133,0.125924860377685,9732.18142548596,5693.15876950394,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12381.8918918919
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,60,0.251161686923533,0.00010856443269237,max,NA,NA,NA,NA,NA,NA,6.37527385034569,0.96642242344731,0.45040565272674,0.785584315431159,6665.51208860843,1.99741584400999,0.882319828641289,0.827772581796372,0.772834374670133,0.125924860377685,9732.18142548596,5693.15876950394,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12381.8918918919
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.136470233663814,6.03423331428315e-05,mean,NA,NA,NA,NA,NA,NA,0.873972277000037,0.621124999835837,0.388871195737118,0.133076757071323,1067.79408323201,1.22064578120294,0.552076400384906,0.46529529963624,0.359003977269238,0.0535716594783771,6399.98745736788,2955.58026739284,92.9609397005949,349.230436368797,116.015242784982,266.506670979658,150.632751057058,5947.49859258428
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.0313561344272389,1.29312276820732e-05,sd,NA,NA,NA,NA,NA,NA,0.218715195190897,0.129780470751322,0.174996967640996,0.0993197531889616,489.650018129844,0.321797697949058,0.126671599261722,0.0908315102361514,0.13407110019526,0.0217974623865165,1500.64651071521,889.501440276822,90.8297822198044,219.711215519234,81.5452402393975,257.866959359942,200.534470592696,2875.78566492894
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.06118362438,3.86039404951344e-05,q0,NA,NA,NA,NA,NA,NA,0.513913886004644,0.375384737835609,0.135629067157432,0.0058681047041758,18.3679083170018,0.733786937812439,0.332036182531807,0.297925069421474,0.0872336903408184,0.00620446370798086,2629.56989247312,1188.88926712516,0,25.153449416544,0,21.5554876783206,0,671.998435678635
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.11575247986411,5.01973704325692e-05,q25,NA,NA,NA,NA,NA,NA,0.699006697975743,0.528803536776426,0.261832676303234,0.0649895704496586,838.424089805519,0.952494834169212,0.463809434738508,0.400783692260849,0.267036886618143,0.0399705088244707,5726.5868368574,2342.42796700812,45.3747445559041,179.428001642406,42.75094743365,66.9404223790673,32.1840693155342,3999.18046522714
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.142570114589736,5.99115901815752e-05,q50,NA,NA,NA,NA,NA,NA,0.876520216895957,0.609311867147174,0.34578549946011,0.110305714983568,1053.05496883386,1.14087499720352,0.514636535126618,0.487794344936569,0.373484981129189,0.0554805519696699,6388.26330532213,2784.59210484594,58.5268122347731,273.701793737188,110.794915226347,166.014660199873,85.8321895723261,6226.3839047173
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.158569406813385,6.78417181113664e-05,q75,NA,NA,NA,NA,NA,NA,1.04987756596239,0.704725057938654,0.483090419257367,0.191379198855764,1378.13086990345,1.43072480646393,0.637513981030386,0.524380091707577,0.450867291280549,0.0688986827638429,7547.93972570194,3545.70659008411,74.9279385705848,508.130874497426,173.488403527556,432.074654113557,149.383009053613,7423.19768237021
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.184549893255015,9.78481170126694e-05,q100,NA,NA,NA,NA,NA,NA,1.36279340564605,0.902299708719139,0.879764301104714,0.417813521604933,2218.80446958911,1.94585129383128,0.879764301104714,0.602755140603493,0.63964298385187,0.100181885248257,9127.70562770563,5396.12491886019,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12238.2716154115
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,43,0.184549893255015,9.78481170126694e-05,max,NA,NA,NA,NA,NA,NA,1.36279340564605,0.902299708719139,0.879764301104714,0.417813521604933,2218.80446958911,1.94585129383128,0.879764301104714,0.602755140603493,0.63964298385187,0.100181885248257,9127.70562770563,5396.12491886019,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12238.2716154115
milk,Comte - Morbier,Comte - Morbier,41,0.124786679333308,6.31280337340339e-05,mean,NA,NA,NA,NA,NA,NA,0.674613862381223,0.670948689959486,0.460035830355127,0.169044528272054,458.003462307133,1.53053209685348,0.591108716229013,0.392531058743197,0.334087019286993,0.0506792037238152,6665.55540808162,2589.56843647016,82.68693803441,319.026915101573,109.259606208824,244.219679125546,172.451536133239,5812.2388966837
milk,Comte - Morbier,Comte - Morbier,41,0.0228311738525847,1.45944062185066e-05,sd,NA,NA,NA,NA,NA,NA,0.12190789844861,0.0965075353213697,0.173709273549644,0.143537492478928,218.941804850554,0.282957709098132,0.0957670176404176,0.0617542339304995,0.0846392594928677,0.0157500147913057,1056.15594844303,451.547853483686,95.3462631037662,214.443481499923,79.2145446997889,250.133518203145,195.154868928909,2860.89952409653
milk,Comte - Morbier,Comte - Morbier,41,0.0414038448435057,1.90851493762883e-05,q0,NA,NA,NA,NA,NA,NA,0.427630680741523,0.471024800178498,0,0.00915795093918432,235.460545041071,0.979779946100619,0.38934072667207,0.264489924622987,0.0653452836069235,0.00475200701133379,4000.21203718806,1468.2655177193,0,18.2453048649614,0,15.0833939281805,0,712.727272727273
milk,Comte - Morbier,Comte - Morbier,41,0.112774657337343,5.74513759174816e-05,q25,NA,NA,NA,NA,NA,NA,0.604962801246172,0.60580083903122,0.324832522585195,0.0761177064182711,282.270168479762,1.34856776412197,0.538941319012001,0.352214541158511,0.288383183828224,0.0425482020727078,5990.25517751479,2329.42749219263,45.2953854655982,178.249060976064,35.5487234470203,66.9404223790673,54.8820497945764,3200
milk,Comte - Morbier,Comte - Morbier,41,0.122954498959774,6.29857018879563e-05,q50,NA,NA,NA,NA,NA,NA,0.687333811450962,0.673537153514928,0.472501665243196,0.119906207771114,401.077585953787,1.45489714508442,0.598269481055708,0.390667938475257,0.33524837922419,0.0520925171845024,6901.77604871448,2561.23153518384,55.1647906253309,220.118644925824,110.482427915366,161.971005016714,111.656081419846,6096.97819002256
milk,Comte - Morbier,Comte - Morbier,41,0.142375519525786,6.95744379942745e-05,q75,NA,NA,NA,NA,NA,NA,0.741527438668301,0.724430971384747,0.590698696851202,0.233558766526372,590.37626711576,1.65299419723012,0.62746163681999,0.442009039604454,0.395722794655557,0.0575314298576362,7337.33510329379,2894.39843385197,66.099927810591,353.193914418565,148.005664474767,281.359978157887,149.383009053613,7423.19768237021
milk,Comte - Morbier,Comte - Morbier,41,0.160051401845871,9.99095305332722e-05,q100,NA,NA,NA,NA,NA,NA,1.02063734206834,0.972177645142063,0.941412296256917,0.618624715237358,937.577690051355,2.33846645022283,0.941412296256917,0.528733925943567,0.523516779179814,0.0890336231708675,9012.03384261541,3449.43691103603,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12206.288357163
milk,Comte - Morbier,Comte - Morbier,41,0.160051401845871,9.99095305332722e-05,max,NA,NA,NA,NA,NA,NA,1.02063734206834,0.972177645142063,0.941412296256917,0.618624715237358,937.577690051355,2.33846645022283,0.941412296256917,0.528733925943567,0.523516779179814,0.0890336231708675,9012.03384261541,3449.43691103603,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12206.288357163
