trt,loop2$my_var,std,r,se,Min,Max,Q25,Q50,Q75,FQS_mean,stat_grp,practice_subset,practice,production_type,product_name,FQS,max_value,stat_grp_conv,conv_mean,stat_grp_conv_diff,mean_conv_diff,pval
Munster,248.694676979682,261.449959366047,359,13.5215464906358,18.1234131786401,813.39360039298,65.6524908869355,160.911099456904,318.077932515093,248.694676979682,b,practice_feed,feed_A.4.5_org_max,milk,Munster,Munster,813.39360039298,b,249.177115931117,FALSE,-0.193612864340147,1
AB,84.8089440601526,217.880185016608,441,9.15770729686844,0,655.422286225402,0,1.16919186045105,5.03680850851167,84.8089440601526,b,practice_feed,feed_A.5.1_max,milk,AB,AB,655.422286225402,a,175.20162660485,TRUE,-51.5935178778729,0
AOP - AOC,182.220102963363,188.507949397702,309,10.9402390912365,0,655.422286225402,85.8321895723261,140.843579325773,149.383009053613,182.220102963363,a,practice_feed,feed_A.5.1_max,milk,AOP - AOC,AOP - AOC,655.422286225402,a,175.20162660485,FALSE,4.00594246441682,0.9985
Beurre de Charentes-Poitou,161.156468913538,186.326974243366,496,8.635057120866,0,655.422286225402,57.4712879604739,91.7356249755906,149.383009053613,161.156468913538,a,practice_feed,feed_A.5.1_max,milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,655.422286225402,a,175.20162660485,FALSE,-8.01656808985509,0.7677
Bleu d'Auvergne - Cantal,150.632751057058,200.534470592696,338,10.4603858095755,0,655.422286225402,32.1840693155342,85.8321895723261,149.383009053613,150.632751057058,a,practice_feed,feed_A.5.1_max,milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,655.422286225402,a,175.20162660485,FALSE,-14.0232005968781,0.2972
Comte - Morbier,172.451536133239,195.154868928909,309,10.9402390912365,0,655.422286225402,54.8820497945764,111.656081419846,149.383009053613,172.451536133239,a,practice_feed,feed_A.5.1_max,milk,Comte - Morbier,Comte - Morbier,655.422286225402,a,175.20162660485,FALSE,-1.5696717689804,1
Conventionnel,175.20162660485,190.457398993393,6925,2.31097987857736,0,655.422286225402,71.6697213065358,118.078227082318,149.383009053613,175.20162660485,a,practice_feed,feed_A.5.1_max,milk,Conventionnel,Conventionnel,655.422286225402,a,175.20162660485,FALSE,0,NA
Fromages de Savoie,148.304815771396,200.599723563842,239,12.4396196739859,0,655.422286225402,31.4064348852685,85.8321895723261,146.007575736412,148.304815771396,a,practice_feed,feed_A.5.1_max,milk,Fromages de Savoie,Fromages de Savoie,655.422286225402,a,175.20162660485,FALSE,-15.3519184465778,0.3981
Munster,164.385421517359,189.473551840785,310,10.922579291037,0,655.422286225402,67.4329728075078,101.708479146652,149.383009053613,164.385421517359,a,practice_feed,feed_A.5.1_max,milk,Munster,Munster,655.422286225402,a,175.20162660485,FALSE,-6.17357572363497,0.9788
AB,5105.53531797153,3122.8156619845,526,142.228397091961,384.615384615385,14441.0414090995,2450,4494.35295345174,6445.69697753633,5105.53531797153,d,practice_feed,feed_yield,milk,AB,AB,74111.1111111111,ab,6480.77080145083,TRUE,-21.2202456407103,0
AOP - AOC,6678.50825021212,3256.2225579734,372,169.124964218081,1011.56069364162,14115.0831339421,4811.52429452423,6413.48711259131,8309.24229432736,6678.50825021212,a,practice_feed,feed_yield,milk,AOP - AOC,AOP - AOC,74111.1111111111,ab,6480.77080145083,FALSE,3.05114090313194,0.9472
Beurre de Charentes-Poitou,6514.53211017817,3119.63508115516,581,135.329077531922,560.747663551402,12381.8918918919,3714.55877668047,6413.48711259131,8475.82937980558,6514.53211017817,ab,practice_feed,feed_yield,milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,74111.1111111111,ab,6480.77080145083,FALSE,0.520945883779575,1
Bleu d'Auvergne - Cantal,5947.49859258428,2875.78566492894,414,160.316793190792,671.998435678635,12238.2716154115,3999.18046522714,6226.3839047173,7423.19768237021,5947.49859258428,bc,practice_feed,feed_yield,milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,74111.1111111111,ab,6480.77080145083,FALSE,-8.22853060545155,0.026
Comte - Morbier,5812.2388966837,2860.89952409653,377,167.999702460402,712.727272727273,12206.288357163,3200,6096.97819002256,7423.19768237021,5812.2388966837,c,practice_feed,feed_yield,milk,Comte - Morbier,Comte - Morbier,74111.1111111111,ab,6480.77080145083,TRUE,-10.3156233301363,0.0025
Conventionnel,6480.77080145083,3343.61200996491,8172,36.0840277952817,51.698670605613,74111.1111111111,3688.09009252381,6413.48711259131,7423.19768237021,6480.77080145083,ab,practice_feed,feed_yield,milk,Conventionnel,Conventionnel,74111.1111111111,ab,6480.77080145083,FALSE,0,NA
Fromages de Savoie,5975.61383857743,2762.48902501642,287,192.547657434762,1766.76562593607,15117.6470588235,3899.30750843645,6226.3839047173,7397.88299059461,5975.61383857743,abc,practice_feed,feed_yield,milk,Fromages de Savoie,Fromages de Savoie,74111.1111111111,ab,6480.77080145083,FALSE,-7.79470495639667,0.1637
Munster,6258.3459978073,2976.7978856061,359,172.159884797298,1000,15174.0475957301,4000,6413.48711259131,7423.19768237021,6258.3459978073,abc,practice_feed,feed_yield,milk,Munster,Munster,74111.1111111111,ab,6480.77080145083,FALSE,-3.43207328970391,0.9119
