,EPK_ferti_crop_name,BIO,Norg_int,n,N_org,Norg_sd_w,Norg_se_w,Norg_CI95,Norg_thrhld_min,Norg_thrhld_max
42,Orge,1,FALSE,37,40.3967121994504,74.8670433724839,18.813531931382,36.8745225855087,3.52218961394163,77.2712347849591
43,Orge,1,TRUE,6,71.6427487800084,23.5131002913556,12.4148904274528,24.3331852378074,47.309563542201,95.9759340178158
44,Pois_proteagineux,0,FALSE,715,4.60571794992508,24.0087455555118,1.24726663759273,2.44464260968175,2.16107534024332,7.05036055960683
45,Pois_proteagineux,0,TRUE,4,87.4459807908142,15.6555112792377,9.93872868943687,19.4799082312963,67.9660725595179,106.92588902211
46,Pois_proteagineux,1,FALSE,40,7.18813638423793,28.0101945590197,6.8178312204562,13.3629491920942,0,20.5510855763321
47,Pomme_de_terre,0,FALSE,714,51.7016767382911,91.3026225930772,6.36212717360412,12.4697692602641,39.231907478027,64.1714459985552
48,Pomme_de_terre,0,TRUE,3,106.099073220323,56.6817063687983,40.5225338649146,79.4241663752327,26.6749068450903,185.523239595556
49,Pomme_de_terre,1,FALSE,37,109.066136690101,90.7617003819682,26.0794469321608,51.1157159870352,57.950420703066,160.181852677136
50,Prairie_permanente,0,FALSE,885,18.5451265499248,45.6664197019567,2.2567797463132,4.42328830277388,14.1218382471509,22.9684148526987
51,Prairie_permanente,0,TRUE,85,77.6049851728467,50.4532086742823,8.58929101624703,16.8350103918442,60.7699747810025,94.4399955646909
52,Prairie_permanente,1,FALSE,98,19.5322303732736,46.0705794978508,7.02576680749144,13.7705029426832,5.76172743059042,33.3027333159569
53,Prairie_permanente,1,TRUE,4,76.6417008013917,54.1927305419716,44.2669662266615,86.7632538042566,0,163.404954605648
54,Prairie_temporaire,0,FALSE,551,55.5940077759279,92.0073136481936,5.959280648098,11.6801900702721,43.9138177056558,67.2741978462
55,Prairie_temporaire,0,TRUE,100,110.235402136814,59.8407750826966,7.434381488029,14.5713877165368,95.6640144202776,124.806789853351
56,Prairie_temporaire,1,FALSE,82,32.179410441582,76.1928167579739,15.3410217136868,30.0684025588261,2.11100788275593,62.2478130004081
57,Prairie_temporaire,1,TRUE,13,79.572697381129,46.4058278470572,16.2573743329043,31.8644536924925,47.7082436886365,111.437151073622
58,Soja,0,FALSE,120,2.70084023342521,20.1669874935515,2.83013403858715,5.54706271563081,0,8.24790294905602
59,Soja,1,FALSE,19,14.2272968324259,37.8986167541804,11.6530659864338,22.8400093334103,0,37.0673061658362
60,Tournesol,0,FALSE,570,10.6918188958374,40.1270919400094,3.04872215560597,5.97549542498769,4.71632347084974,16.6673143208251
61,Tournesol,0,TRUE,16,125.287276210638,63.3690016958043,22.7625222242455,44.6145435595212,80.6727326511164,169.901819770159
62,Tournesol,1,FALSE,27,23.9641986173978,51.8996912960034,14.4223028664355,28.2677136182135,0,52.2319122356113
63,Triticale,0,TRUE,122,127.889181848381,54.3744833607736,6.53004450840445,12.7988872364727,115.090294611909,140.688069084854
64,Triticale,1,FALSE,119,38.9935122459725,60.9398707904741,9.06614735488868,17.7696488155818,21.2238634303907,56.7631610615543
65,Triticale,1,TRUE,16,111.834075890231,36.7167090981703,15.3704453464156,30.1260728789746,81.7080030112568,141.960148769206
