production_type,product_name,FQS,match,mean,sd,min,max,q25,q50,q75,practice,n_matched,mean_diff_match,pval_pttest,padjust_bonf
crop,Autres_cereales,AB,Autres_cereales__AB,61.3136384875023,52.7067777460261,0.535606153700056,248.179878920329,21.0354103853228,54.0107753018053,92.8986497079749,A.2.1,41,-4.73829182760001,0.574839199815895,1
crop,Autres_cereales,Conventionnel,Autres_cereales__AB,58.1890518665839,58.3987092748381,2.51551657408069,306.245354540647,21.8883597088245,36.2216838610049,74.4017492578804,A.2.1,103,-4.73829182760001,0.574839199815895,1
crop,Ble_tendre,AB,Ble_tendre__AB,54.9155212839164,50.6705855060824,0.535606153700056,196.431520822442,16.5110511312901,36.1541733798882,79.5625265696295,A.2.1,93,7.86099838486006,0.082616167989459,1
crop,Ble_tendre,Conventionnel,Ble_tendre__AB,47.0545228990564,44.8288767865238,0,247.680884865483,13.2667997558559,30.3445150820938,67.5133944017869,A.2.1,279,7.86099838486006,0.082616167989459,1
crop,Ble_tendre,Conventionnel,Ble_tendre__LR,47.6584750514479,44.7059465277287,0.0890691930525091,306.245354540647,14.0086632015053,33.5083123955808,66.3940054359527,A.2.1,300,-1.49270192863518,0.65059975029799,1
crop,Ble_tendre,LR,Ble_tendre__LR,46.1657731228127,43.5753926948,0.203174757468721,152.570215268713,13.0096625306737,30.4717287531991,67.8626734022674,A.2.1,100,-1.49270192863518,0.65059975029799,1
crop,Mais_fourrage,AB,Mais_fourrage__AB,88.9113394451443,58.6209836256552,3.58632664660631,293.258801665661,45.9445830702714,84.430002809202,121.790396643524,A.2.1,44,7.65213968436676,0.286455312818892,1
crop,Mais_fourrage,Conventionnel,Mais_fourrage__AB,81.2591997607775,57.6442368308969,4.62421359023039,304.741769190635,33.0686946025195,73.2298695155767,113.304235716369,A.2.1,132,7.65213968436676,0.286455312818892,1
crop,Mais_grain,AB,Mais_grain__AB,56.8495910537342,53.9103678428872,0,237.2752881835,15.646777534899,39.9162958568234,78.5093416280739,A.2.1,37,6.03907453600683,0.431507455302748,1
crop,Mais_grain,Conventionnel,Mais_grain__AB,50.8105165177274,44.70924417628,0,197.281810589014,12.5495473363992,39.4295024222816,83.1305067407301,A.2.1,111,6.03907453600683,0.431507455302748,1
crop,Melange_cereales_d_ete,AB,Melange_cereales_d_ete__AB,77.0118735211679,56.348890811363,0,237.2752881835,31.7912737515761,68.1801148797935,121.401360359365,A.2.1,48,-9.0419852999593,0.325596608449962,1
crop,Melange_cereales_d_ete,Conventionnel,Melange_cereales_d_ete__AB,88.3213974678324,57.2728550607436,6.08896413555535,231.74869555329,41.5296190683551,80.6970917464391,127.550385277434,A.2.1,90,-9.0419852999593,0.325596608449962,1
crop,Orge_d_hiver_et_escourgeon,AB,Orge_d_hiver_et_escourgeon__AB,73.3918399972501,57.4411857721177,1.95074279974622,248.179878920329,35.9663111216867,64.8005425735125,95.4954224493702,A.2.1,37,6.31531690393368,0.487193295344828,1
crop,Orge_d_hiver_et_escourgeon,Conventionnel,Orge_d_hiver_et_escourgeon__AB,67.0765230933164,59.8571305041341,0.44732212176822,268.239434223724,19.8188547662818,48.5349160673552,92.233998811342,A.2.1,111,6.31531690393368,0.487193295344828,1
crop,Orge_de_printemps,AB,Orge_de_printemps__AB,34.5158162331474,30.6772311853494,1.50130253766916,114.391469853521,12.4275954057616,30.4410642080298,43.5551883698,A.2.1,31,-10.8302970281716,0.0682889518662238,1
crop,Orge_de_printemps,Conventionnel,Orge_de_printemps__AB,45.346113261319,48.301912984469,0.622936385065207,228.615904194159,12.1406856275202,26.1625522033073,62.6172185202153,A.2.1,93,-10.8302970281716,0.0682889518662238,1
crop,Tournesol,AB,Tournesol__AB,58.8293940335484,41.5406349650837,4.78740014852714,158.984100434907,31.0284723578364,42.1413648222875,84.6595144900695,A.2.1,30,11.3781653387584,0.0445953184949334,1
crop,Tournesol,Conventionnel,Tournesol__AB,47.4512286947899,37.8038675394582,0.58634622628421,206.637142727849,18.8663401728463,37.3396182840551,63.7121266087552,A.2.1,90,11.3781653387584,0.0445953184949334,1
crop,Triticale,AB,Triticale__AB,45.920494034655,48.3323538834199,1.50130253766916,196.431520822442,12.9049119982628,30.4410642080298,71.0407173823614,A.2.1,43,-7.1584245376401,0.275708053285207,1
crop,Triticale,Conventionnel,Triticale__AB,55.116219445105,50.2586076566421,0.203174757468721,247.680884865483,15.35343620065,41.6138200892384,82.7154451042511,A.2.1,122,-7.1584245376401,0.275708053285207,1
crop,Autres_cereales,AB,Autres_cereales__AB,2.47925085570642,1.12085390017974,0.389202733366313,6.96382261791277,1.75012016677783,2.28903608061651,2.99292143878751,A.2.2,41,-0.386924970286679,0.101016662795808,1
crop,Autres_cereales,Conventionnel,Autres_cereales__AB,2.81922471512739,1.68490810701672,0.548385205950521,10.990797966938,1.6310954448463,2.36788076703553,3.52294187426033,A.2.2,103,-0.386924970286679,0.101016662795808,1
crop,Ble_tendre,AB,Ble_tendre__AB,2.90204942538762,1.80627812190778,0.389202733366313,8.67476941144343,1.73404714876616,2.33206291291606,3.74300581086785,A.2.2,93,-0.575857012604495,0.00960312481673738,1
crop,Ble_tendre,Conventionnel,Ble_tendre__AB,3.47790643799211,2.0565809189324,0.566898742400547,13.819088386715,2.02165297977077,2.92515337000756,4.30082302633142,A.2.2,279,-0.575857012604495,0.00960312481673738,1
crop,Ble_tendre,Conventionnel,Ble_tendre__LR,3.9937618044818,2.54992482246455,0.69079673705193,22.5136259480069,2.47640944547381,3.44923773661787,4.90717118988493,A.2.2,300,0.200853194654996,0.35134044101908,1
crop,Ble_tendre,LR,Ble_tendre__LR,4.1946149991368,1.96740254234193,0.82701635000646,10.1984958034636,2.94144896298251,3.82179935668878,5.07945826571932,A.2.2,100,0.200853194654996,0.35134044101908,1
crop,Mais_fourrage,AB,Mais_fourrage__AB,2.59347908541888,1.14891254694935,0.746493077697192,6.47188150906594,1.75955343344002,2.59963406916624,3.09786330095842,A.2.2,44,-0.30444345130367,0.224376409426866,1
crop,Mais_fourrage,Conventionnel,Mais_fourrage__AB,2.89792253672254,1.78418889233989,0.520465188998126,12.0111554055215,1.87700255865648,2.44380167316624,3.41832139080206,A.2.2,132,-0.30444345130367,0.224376409426866,1
crop,Mais_grain,AB,Mais_grain__AB,3.11006444834309,1.87168786519235,0.590776842798989,8.67476941144343,1.97717726814119,2.3096650001402,3.69669709647352,A.2.2,37,0.113435947022376,0.692790449687255,1
crop,Mais_grain,Conventionnel,Mais_grain__AB,2.99662850132072,1.64705776507257,0.545771321706419,8.78757125172517,1.94844080716394,2.61733344070943,3.77636896516661,A.2.2,111,0.113435947022376,0.692790449687255,1
crop,Melange_cereales_d_ete,AB,Melange_cereales_d_ete__AB,2.50301249271212,1.37093830529879,0.568911620363854,7.79781818004927,1.70986791630361,2.18533531112023,3.06323443376073,A.2.2,48,-0.0968077865239078,0.705981127766598,1
crop,Melange_cereales_d_ete,Conventionnel,Melange_cereales_d_ete__AB,2.44163915476518,1.16424186023298,0.673962190715065,6.64605592153071,1.59272253218081,2.31748681432098,2.91554527280673,A.2.2,90,-0.0968077865239078,0.705981127766598,1
crop,Orge_d_hiver_et_escourgeon,AB,Orge_d_hiver_et_escourgeon__AB,2.54392831287397,1.45774892195789,0.590776842798989,7.39015222734198,1.49971909423445,2.14024618332923,3.27348957389018,A.2.2,37,-0.732942447129009,0.0296868726377111,1
crop,Orge_d_hiver_et_escourgeon,Conventionnel,Orge_d_hiver_et_escourgeon__AB,3.27687076000298,2.30625659808413,0.59905686000983,13.819088386715,1.73555848278944,2.81728840983313,4.01835930123409,A.2.2,111,-0.732942447129009,0.0296868726377111,1
crop,Orge_de_printemps,AB,Orge_de_printemps__AB,3.49489548009236,2.16208798963983,0.70435901440506,8.67476941144343,1.94410982186788,2.74164959771472,4.65224749366466,A.2.2,31,-0.131186391679481,0.692949591816237,1
crop,Orge_de_printemps,Conventionnel,Orge_de_printemps__AB,3.62608187177184,2.12541918742863,0.428884689695542,10.990797966938,2.39116698575837,2.98232241207511,4.41071284752584,A.2.2,93,-0.131186391679481,0.692949591816237,1
crop,Tournesol,AB,Tournesol__AB,2.98316330078642,1.5677798915998,0.938579244225947,6.33522281894926,2.01449396975236,2.46579836061267,3.75260291878654,A.2.2,30,-0.170698471910409,0.594071524017572,1
crop,Tournesol,Conventionnel,Tournesol__AB,3.15386177269683,1.52694058690179,0.774101201936427,8.09440965402011,2.02609530998375,2.98950821230049,4.05875050622253,A.2.2,90,-0.170698471910409,0.594071524017572,1
crop,Triticale,AB,Triticale__AB,2.83120560811956,1.74953853842914,0.635344011540769,7.91319884630339,1.74432386118464,2.28903608061651,3.36499421272435,A.2.2,43,-0.18954381074017,0.449192634495082,1
crop,Triticale,Conventionnel,Triticale__AB,2.85703276343775,1.67039597315977,0.59682836509277,9.77279246161632,1.90165704212885,2.4679205866101,3.19801757101059,A.2.2,122,-0.18954381074017,0.449192634495082,1
crop,Autres_cereales,AB,Autres_cereales__AB,45.3236277339514,45.4197231796773,0,219.454876937101,14.043279487961,31.5596107055961,54.9411291942938,A.3.1,41,-9.46388096974544,0.306246216968091,1
crop,Autres_cereales,Conventionnel,Autres_cereales__AB,54.7180709680845,54.6148599925916,0,229.068824638592,11.5303243000204,39.1369863013699,75.0124863290411,A.3.1,103,-9.46388096974544,0.306246216968091,1
crop,Ble_tendre,AB,Ble_tendre__AB,76.583961705582,213.853571743547,0,2012.81614349776,17.9438299509474,34.19593485671,70.6830092983939,A.3.1,93,16.7626938252372,0.452191010884304,1
crop,Ble_tendre,Conventionnel,Ble_tendre__AB,59.8212678803447,51.1802373513074,0,251.834976988823,23.2689479921865,51.5998196031269,83.0022881894058,A.3.1,279,16.7626938252372,0.452191010884304,1
crop,Ble_tendre,Conventionnel,Ble_tendre__LR,51.2956654001114,44.980043568233,0,301.789909015715,20.8489708430422,44.8341613458082,74.3464311656586,A.3.1,300,13.376803886573,0.0117988256416925,1
crop,Ble_tendre,LR,Ble_tendre__LR,64.6724692866844,49.6791193598087,0,240.510687991876,28.3061907131985,57.685354749293,93.2182542372416,A.3.1,100,13.376803886573,0.0117988256416925,1
crop,Mais_fourrage,AB,Mais_fourrage__AB,64.0890940307983,67.3147978316005,0,376.286703867616,25.2311956105019,48.9264367610155,75.0041023934103,A.3.1,44,-10.7245546800427,0.338455290685941,1
crop,Mais_fourrage,Conventionnel,Mais_fourrage__AB,74.813648710841,53.2356381600209,0,301.789909015715,38.9242261629697,70.1477324653099,95.7425643432749,A.3.1,132,-10.7245546800427,0.338455290685941,1
crop,Mais_grain,AB,Mais_grain__AB,71.9422518940197,65.7830713718843,0,293.244345332909,30.8831496947154,55.4041289788027,99.3020171318044,A.3.1,37,-9.50820939403427,0.495312449399119,1
crop,Mais_grain,Conventionnel,Mais_grain__AB,81.450461288054,105.88176373916,0,867.873278236914,33.4682948180455,59.8618181818182,88.5628910252284,A.3.1,111,-9.50820939403427,0.495312449399119,1
crop,Melange_cereales_d_ete,AB,Melange_cereales_d_ete__AB,32.0984326519042,42.8673845145291,0,246.77807250221,0.0039395929087349,22.3356597371038,43.1868250849365,A.3.1,48,-15.2010543817044,0.0578149436297262,1
crop,Melange_cereales_d_ete,Conventionnel,Melange_cereales_d_ete__AB,39.9424265987028,40.798911081984,0,198.375776397516,6.44711110894403,28.1882042305293,62.854295299111,A.3.1,90,-15.2010543817044,0.0578149436297262,1
crop,Orge_d_hiver_et_escourgeon,AB,Orge_d_hiver_et_escourgeon__AB,58.7155455105103,58.6983590550304,0,236.968542112978,8.98723697826837,47.2319322437266,82.1004784688995,A.3.1,37,2.0193710698826,0.81312574839344,1
crop,Orge_d_hiver_et_escourgeon,Conventionnel,Orge_d_hiver_et_escourgeon__AB,56.6961744406277,54.1245557989909,0,327.830790568655,18.9478652283527,45.1272393201654,77.8672023031737,A.3.1,111,2.0193710698826,0.81312574839344,1
crop,Orge_de_printemps,AB,Orge_de_printemps__AB,43.1115045793472,35.9789048394236,0,117.480365085053,16.7732068020842,37.539746487177,64.8026500639888,A.3.1,31,-12.9319195484857,0.148954142641633,1
crop,Orge_de_printemps,Conventionnel,Orge_de_printemps__AB,56.0434241278329,46.174186640563,0,208.711498308014,22.2352864028329,50.36,80.0928580178856,A.3.1,93,-12.9319195484857,0.148954142641633,1
crop,Tournesol,AB,Tournesol__AB,60.1062266050929,63.6903301783236,0,293.244345332909,23.7609436761313,38.1481066552887,87.1813975299376,A.3.1,30,7.04241454771601,0.606219589566012,1
crop,Tournesol,Conventionnel,Tournesol__AB,53.0638120573769,44.2593910277633,0,210.505928853755,22.7177022628407,44.1933739749882,70.7690092668569,A.3.1,90,7.04241454771601,0.606219589566012,1
crop,Triticale,AB,Triticale__AB,49.8545409177607,47.8674883002431,0,219.454876937101,18.4762157486803,36.8461431934635,63.5507839143488,A.3.1,43,2.03330007324,0.822909320712103,1
crop,Triticale,Conventionnel,Triticale__AB,46.1422923290025,55.7133802827341,0,355.853032498447,4.43829621054121,31.4964043703182,64.4620209556488,A.3.1,122,2.03330007324,0.822909320712103,1
